Datetime,Kps,Predicted_Kp
2007-03-06 16:00:00,1.0,0.9996568
2007-03-06 17:00:00,1.0,2.2987237
2007-03-06 18:00:00,3.3,3.3000925
2007-03-06 19:00:00,3.3,3.2990596
2007-03-06 20:00:00,3.3,3.300046
2007-03-06 21:00:00,3.7,3.6995175
2007-03-06 22:00:00,3.7,3.3001664
2007-03-06 23:00:00,3.7,3.7001536
2007-03-07 00:00:00,3.3,3.300291
2007-03-07 01:00:00,3.3,3.3001864
2007-03-07 02:00:00,3.3,2.901047
2007-03-07 03:00:00,3.3,3.2999258
2007-03-07 04:00:00,3.3,3.8850386
2007-03-07 05:00:00,3.3,3.3000932
2007-03-07 06:00:00,3.3,3.3006327
2007-03-07 07:00:00,3.3,3.2996728
2007-03-07 08:00:00,3.3,3.300048
2007-03-07 09:00:00,3.0,2.9998624
2007-03-07 10:00:00,3.0,2.9995375
2007-03-07 11:00:00,3.0,2.9998024
2007-03-07 12:00:00,3.3,3.2995114
2007-03-07 13:00:00,3.3,3.30004
2007-03-07 14:00:00,3.3,3.3001237
2007-03-07 15:00:00,2.7,2.6997473
2007-03-07 16:00:00,2.7,2.700105
2007-03-07 17:00:00,2.7,2.249831
2007-03-07 18:00:00,2.7,2.7001624
2007-03-07 19:00:00,2.7,2.6996684
2007-03-07 20:00:00,2.7,2.7002308
2007-03-07 21:00:00,2.7,2.4511163
2007-03-07 22:00:00,2.7,2.7000818
2007-03-07 23:00:00,2.7,1.8906449
2007-03-08 00:00:00,2.0,1.9999336
2007-03-08 01:00:00,2.0,2.000108
2007-03-08 02:00:00,2.0,1.9995828
2007-03-08 03:00:00,0.7,0.70069516
2007-03-08 04:00:00,0.7,0.7004888
2007-03-08 05:00:00,0.7,0.7002576
2007-03-08 06:00:00,0.7,0.700194
2007-03-08 07:00:00,0.7,0.901795
2007-03-08 08:00:00,0.7,0.7002056
2007-03-08 09:00:00,0.3,0.29998845
2007-03-08 10:00:00,0.3,0.30019915
2007-03-08 11:00:00,0.3,0.49737397
2007-03-08 12:00:00,0.3,0.30039987
2007-03-08 13:00:00,0.3,0.30000412
2007-03-08 14:00:00,0.3,0.3000173
2007-03-08 15:00:00,1.0,0.9994978
2007-03-08 16:00:00,1.0,0.88288033
2007-03-08 17:00:00,1.0,0.6490097
2007-03-08 18:00:00,0.3,0.30003056
2007-03-08 19:00:00,0.3,0.300238
2007-03-08 20:00:00,0.3,0.3002424
2007-03-08 21:00:00,0.0,0.7569882
2007-03-08 22:00:00,0.0,0.001110131
2007-03-08 23:00:00,0.0,0.0012373616
2007-03-09 00:00:00,0.3,0.29992345
2007-03-09 01:00:00,0.3,0.29976046
2007-03-09 02:00:00,0.3,0.29905963
2007-03-09 03:00:00,0.0,-5.6387057e-07
2007-03-09 04:00:00,0.0,0.0010659744
2007-03-09 05:00:00,0.0,0.0009096429
2007-03-09 06:00:00,0.0,-0.00029792462
2007-03-09 07:00:00,0.0,0.00041638248
2007-03-09 08:00:00,0.0,0.40511814
2007-03-09 09:00:00,0.7,0.69998467
2007-03-09 10:00:00,0.7,0.77662325
2007-03-09 11:00:00,0.7,0.69981337
2007-03-09 12:00:00,0.7,0.70032245
2007-03-09 13:00:00,0.7,0.7000821
2007-03-09 14:00:00,1.0,0.99983203
2007-03-09 15:00:00,1.0,1.0004123
2007-03-09 16:00:00,1.7,1.6992166
2007-03-09 22:00:00,1.7,1.7150749
2007-03-09 23:00:00,1.7,1.6996449
2007-03-10 00:00:00,1.0,1.4288899
2007-03-10 01:00:00,1.0,1.1854343
2007-03-10 02:00:00,1.0,1.0005648
2007-03-10 03:00:00,1.0,0.99959886
2007-03-10 04:00:00,1.0,1.0004145
2007-03-10 05:00:00,1.0,0.99993086
2007-03-10 06:00:00,1.0,1.4115006
2007-03-10 07:00:00,1.0,1.0002546
2007-03-10 08:00:00,1.0,1.0004538
2007-03-10 09:00:00,0.7,0.70016146
2007-03-10 10:00:00,0.7,0.6999913
2007-03-10 11:00:00,0.7,0.7002232
2007-03-10 12:00:00,1.0,0.9995556
2007-03-10 13:00:00,1.0,1.00009
2007-03-10 14:00:00,1.0,1.0003718
2007-03-10 15:00:00,2.0,1.9993709
2007-03-10 16:00:00,2.0,1.9999386
2007-03-10 17:00:00,2.0,1.9994262
2007-03-10 18:00:00,1.0,1.2734184
2007-03-10 19:00:00,1.0,1.000056
2007-03-10 20:00:00,1.0,0.9999662
2007-03-10 21:00:00,0.7,0.6999623
2007-03-10 22:00:00,0.7,0.70029795
2007-03-10 23:00:00,0.7,0.7796363
2007-03-11 00:00:00,0.3,0.30012247
2007-03-11 01:00:00,0.3,0.30053607
2007-03-11 02:00:00,0.3,0.3003527
2007-03-11 03:00:00,1.0,0.99969876
2007-03-11 04:00:00,1.0,1.1205258
2007-03-11 05:00:00,1.0,0.9999023
2007-03-11 06:00:00,2.7,2.6993282
2007-03-11 07:00:00,2.7,2.698296
2007-03-11 08:00:00,2.7,2.699697
2007-03-11 09:00:00,2.3,2.7749872
2007-03-11 10:00:00,2.3,2.3001146
2007-03-11 11:00:00,2.3,2.3001664
2007-03-11 12:00:00,2.3,2.2997131
2007-03-11 13:00:00,2.3,2.299952
2007-03-11 14:00:00,2.3,2.2999637
2007-03-11 15:00:00,2.7,2.6997154
2007-03-11 16:00:00,2.7,2.6999285
2007-03-11 17:00:00,2.7,2.7000504
2007-03-11 18:00:00,2.3,2.2998784
2007-03-11 19:00:00,2.3,2.3001597
2007-03-11 20:00:00,2.3,2.318569
2007-03-11 21:00:00,1.3,1.3000984
2007-03-11 22:00:00,1.3,1.3001965
2007-03-11 23:00:00,1.3,2.3299565
2007-03-12 00:00:00,2.3,2.3000917
2007-03-12 01:00:00,2.3,2.3000572
2007-03-12 02:00:00,2.3,2.2200086
2007-03-12 03:00:00,1.0,1.7664022
2007-03-12 04:00:00,1.0,0.9998365
2007-03-12 05:00:00,1.0,1.0002916
2007-03-12 06:00:00,2.7,1.2781193
2007-03-12 07:00:00,2.7,2.6993685
2007-03-12 08:00:00,3.7,3.6992974
2007-03-12 09:00:00,3.7,2.3295383
2007-03-12 11:00:00,3.7,3.6997564
2007-03-12 12:00:00,2.7,3.9067833
2007-03-12 13:00:00,2.7,2.7003646
2007-03-12 14:00:00,2.7,2.6999784
2007-03-12 15:00:00,3.0,2.999711
2007-03-12 16:00:00,3.0,3.00017
2007-03-12 17:00:00,3.0,2.9999595
2007-03-12 18:00:00,3.0,2.9995973
2007-03-12 19:00:00,3.0,3.0001283
2007-03-12 20:00:00,3.0,2.999784
2007-03-12 21:00:00,5.0,4.9979305
2007-03-12 22:00:00,5.0,4.9991655
2007-03-12 23:00:00,5.0,4.99938
2007-03-13 00:00:00,4.0,3.9999616
2007-03-13 01:00:00,4.0,4.0006948
2007-03-13 02:00:00,4.0,3.9996934
2007-03-13 03:00:00,4.0,3.8530304
2007-03-13 04:00:00,4.0,4.2183623
2007-03-13 05:00:00,4.0,4.000788
2007-03-13 06:00:00,4.0,3.9998531
2007-03-13 07:00:00,4.0,3.9998932
2007-03-13 08:00:00,4.0,4.1967955
2007-03-13 09:00:00,3.3,3.3005
2007-03-13 10:00:00,3.3,3.3020499
2007-03-13 11:00:00,3.3,3.3004928
2007-03-13 12:00:00,3.3,3.3008907
2007-03-13 13:00:00,3.3,3.4793897
2007-03-13 14:00:00,3.3,3.3001652
2007-03-13 15:00:00,3.0,3.00015
2007-03-13 16:00:00,3.0,3.0001245
2007-03-13 17:00:00,3.0,3.0000613
2007-03-13 18:00:00,3.0,3.0002913
2007-03-13 19:00:00,3.0,3.000158
2007-03-13 20:00:00,3.0,2.999849
2007-03-13 21:00:00,3.3,3.2999685
2007-03-13 22:00:00,3.3,3.159005
2007-03-13 23:00:00,3.3,3.2999187
2007-03-14 00:00:00,3.3,3.1771638
2007-03-14 01:00:00,3.3,2.9925656
2007-03-14 02:00:00,3.3,3.4293873
2007-03-14 03:00:00,2.0,2.0001934
2007-03-14 04:00:00,2.0,2.000339
2007-03-14 05:00:00,2.0,2.0010507
2007-03-14 06:00:00,2.7,2.6996276
2007-03-14 07:00:00,2.7,2.7002084
2007-03-14 08:00:00,2.7,2.6997206
2007-03-14 09:00:00,3.0,3.0002487
2007-03-14 10:00:00,3.0,2.9997559
2007-03-14 11:00:00,3.0,2.9988663
2007-03-14 12:00:00,2.3,2.300394
2007-03-14 13:00:00,2.3,2.3002524
2007-03-14 14:00:00,2.3,2.3004043
2007-03-14 15:00:00,2.3,2.3000197
2007-03-14 16:00:00,2.3,2.264682
2007-03-14 17:00:00,2.3,2.3537447
2007-03-14 18:00:00,1.0,1.0003481
2007-03-14 19:00:00,1.0,0.9997917
2007-03-14 20:00:00,1.0,1.0005018
2007-03-14 21:00:00,1.3,1.3005383
2007-03-14 22:00:00,1.3,1.3001361
2007-03-14 23:00:00,1.3,1.3003869
2007-03-15 00:00:00,2.3,2.3003218
2007-03-15 01:00:00,2.3,2.300081
2007-03-15 02:00:00,2.3,2.2999325
2007-03-15 03:00:00,2.7,2.7005346
2007-03-15 04:00:00,2.7,2.297614
2007-03-15 05:00:00,2.7,2.6981091
2007-03-15 06:00:00,2.0,2.0007102
2007-03-15 07:00:00,2.0,2.0002131
2007-03-15 08:00:00,2.0,2.0001452
2007-03-15 09:00:00,2.0,1.9996761
2007-03-15 10:00:00,2.0,2.000123
2007-03-15 11:00:00,2.0,1.9998585
2007-03-15 12:00:00,2.0,2.0000145
2007-03-15 13:00:00,2.0,1.9546292
2007-03-15 14:00:00,2.0,2.0001953
2007-03-15 15:00:00,2.7,2.6991787
2007-03-15 16:00:00,2.7,2.4908078
2007-03-15 17:00:00,2.7,2.699996
2007-03-15 18:00:00,3.3,3.2992043
2007-03-15 19:00:00,3.3,3.299801
2007-03-15 20:00:00,3.3,3.2999659
2007-03-15 21:00:00,4.0,3.9992912
2007-03-15 22:00:00,4.0,3.9989507
2007-03-15 23:00:00,4.0,3.9995928
2007-03-16 00:00:00,3.7,3.7005982
2007-03-16 01:00:00,3.7,3.6993022
2007-03-16 02:00:00,3.7,3.6997905
2007-03-16 03:00:00,1.0,1.0019591
2007-03-16 04:00:00,1.0,1.0006156
2007-03-16 05:00:00,1.0,1.0014695
2007-03-16 06:00:00,1.0,1.0003533
2007-03-16 07:00:00,1.0,2.0107737
2007-03-16 08:00:00,1.0,1.000644
2007-03-16 09:00:00,2.3,1.9409165
2007-03-16 10:00:00,2.3,2.2999587
2007-03-16 11:00:00,2.3,2.2998261
2007-03-16 12:00:00,1.0,2.1576617
2007-03-16 13:00:00,1.0,2.5731661
2007-03-16 14:00:00,1.0,1.0006856
2007-03-16 15:00:00,1.7,1.6999955
2007-03-16 16:00:00,1.7,1.7008138
2007-03-16 17:00:00,1.7,1.7000227
2007-03-16 18:00:00,3.7,2.0748491
2007-03-16 19:00:00,3.7,3.6993563
2007-03-16 20:00:00,3.7,3.6969464
2007-03-16 21:00:00,3.0,2.9998527
2007-03-16 22:00:00,3.0,2.999819
2007-03-16 23:00:00,3.0,2.999564
2007-03-17 00:00:00,2.7,2.6993468
2007-03-17 01:00:00,2.7,2.6998265
2007-03-17 02:00:00,2.7,2.6996348
2007-03-17 03:00:00,1.7,1.7359645
2007-03-17 04:00:00,1.7,1.7000184
2007-03-17 05:00:00,1.7,1.700019
2007-03-17 06:00:00,1.7,1.7001094
2007-03-17 07:00:00,1.7,1.6997297
2007-03-17 08:00:00,1.7,1.5484421
2007-03-17 09:00:00,1.7,1.7003539
2007-03-17 10:00:00,1.7,1.8919538
2007-03-17 11:00:00,1.7,1.6992699
2007-03-17 12:00:00,1.7,1.6539042
2007-03-17 13:00:00,1.7,1.7001108
2007-03-17 14:00:00,1.7,1.7202222
2007-03-17 15:00:00,1.3,1.2997801
2007-03-17 16:00:00,1.3,1.2996062
2007-03-17 17:00:00,1.3,1.300193
2007-03-17 18:00:00,0.0,0.00022160714
2007-03-17 19:00:00,0.0,0.0013912943
2007-03-17 20:00:00,0.0,-1.6377588e-05
2007-03-17 21:00:00,0.7,0.70013165
2007-03-17 22:00:00,0.7,0.69972533
2007-03-17 23:00:00,0.7,0.70003724
2007-03-18 00:00:00,0.3,0.29971492
2007-03-18 01:00:00,0.3,0.5491436
2007-03-18 02:00:00,0.3,0.30033067
2007-03-18 03:00:00,0.7,0.69965196
2007-03-18 04:00:00,0.7,0.69987977
2007-03-18 05:00:00,0.7,0.6999317
2007-03-18 06:00:00,0.7,0.6997496
2007-03-18 07:00:00,0.7,0.932041
2007-03-18 08:00:00,0.7,0.70034444
2007-03-18 09:00:00,1.3,1.2995621
2007-03-18 10:00:00,1.3,1.2984252
2007-03-18 11:00:00,1.3,1.2999064
2007-03-18 12:00:00,1.3,0.92813164
2007-03-18 13:00:00,1.3,1.3000206
2007-03-18 14:00:00,1.3,1.2998064
2007-03-18 15:00:00,0.7,0.699939
2007-03-18 16:00:00,0.7,0.7000257
2007-03-18 17:00:00,0.7,0.700174
2007-03-18 18:00:00,0.7,0.7004327
2007-03-18 19:00:00,0.7,0.6997602
2007-03-18 20:00:00,0.7,0.6998464
2007-03-18 21:00:00,0.0,0.00049160473
2007-03-18 22:00:00,0.0,-0.00019676941
2007-03-18 23:00:00,0.0,0.0011204247
2007-03-19 00:00:00,0.7,0.6997007
2007-03-19 01:00:00,0.7,0.69805056
2007-03-19 02:00:00,0.7,0.69943833
2007-03-19 03:00:00,0.3,0.30011234
2007-03-19 04:00:00,0.3,0.2995981
2007-03-19 05:00:00,0.3,0.30027786
2007-03-19 06:00:00,1.0,0.99987006
2007-03-19 07:00:00,1.0,1.0001599
2007-03-19 08:00:00,1.0,0.4665719
2007-03-19 09:00:00,0.3,0.55564505
2007-03-19 10:00:00,0.3,0.68462545
2007-03-19 11:00:00,0.3,0.29999122
2007-03-19 12:00:00,0.3,0.29961416
2007-03-19 13:00:00,0.3,0.30008432
2007-03-19 14:00:00,0.3,0.2999557
2007-03-19 15:00:00,0.3,0.29992017
2007-03-19 16:00:00,0.3,0.29999495
2007-03-19 17:00:00,0.3,0.30005616
2007-03-19 18:00:00,0.7,0.7000665
2007-03-19 19:00:00,0.7,0.6994439
2007-03-19 20:00:00,0.7,0.6992968
2007-03-19 21:00:00,0.0,0.63546205
2007-03-19 22:00:00,0.0,0.5046075
2007-03-19 23:00:00,0.0,0.44097984
2007-03-20 00:00:00,0.0,0.00026561195
2007-03-20 01:00:00,0.0,-0.00035146083
2007-03-20 02:00:00,0.0,0.00033005187
2007-03-20 03:00:00,0.0,0.22952698
2007-03-20 04:00:00,0.0,0.25182104
2007-03-20 05:00:00,0.0,-0.00037169436
2007-03-20 06:00:00,0.0,0.00027456158
2007-03-20 07:00:00,0.0,0.060038775
2007-03-20 08:00:00,0.0,0.00011911753
2007-03-20 09:00:00,0.3,0.29966226
2007-03-20 10:00:00,0.3,0.29964948
2007-03-20 11:00:00,0.3,0.29970878
2007-03-20 12:00:00,0.3,0.29986146
2007-03-20 13:00:00,0.3,0.299547
2007-03-20 14:00:00,0.3,0.29991353
2007-03-20 15:00:00,0.3,0.30065367
2007-03-20 17:00:00,0.3,0.2996303
2007-03-20 18:00:00,0.3,0.2995132
2007-03-20 19:00:00,0.3,0.2999276
2007-03-20 20:00:00,0.3,0.300426
2007-03-20 21:00:00,0.0,0.00020074613
2007-03-20 22:00:00,0.0,0.001383556
2007-03-20 23:00:00,0.0,-4.4781682e-05
2007-03-21 00:00:00,0.0,1.9566758e-05
2007-03-21 01:00:00,0.0,0.3194822
2007-03-21 02:00:00,0.0,0.00011022782
2007-03-21 03:00:00,0.7,0.70010924
2007-03-21 04:00:00,0.7,0.69962245
2007-03-21 05:00:00,0.7,0.69965494
2007-03-21 06:00:00,0.3,0.65558326
2007-03-21 07:00:00,0.3,0.301114
2007-03-21 08:00:00,0.3,0.3002672
2007-03-21 09:00:00,0.7,0.6993499
2007-03-21 10:00:00,0.7,0.6997607
2007-03-21 11:00:00,0.7,0.69952166
2007-03-21 12:00:00,0.3,0.30008027
2007-03-21 13:00:00,0.3,0.2999912
2007-03-21 14:00:00,0.3,0.30016646
2007-03-21 15:00:00,0.0,0.0002303328
2007-03-21 16:00:00,0.0,0.40703955
2007-03-21 17:00:00,0.0,0.21721765
2007-03-21 18:00:00,0.0,0.13494463
2007-03-21 19:00:00,0.0,0.0001812926
2007-03-21 20:00:00,0.0,0.0005359726
2007-03-21 21:00:00,1.0,0.99836737
2007-03-21 22:00:00,1.0,1.0001142
2007-03-21 23:00:00,1.0,0.9994132
2007-03-22 00:00:00,1.0,1.0867252
2007-03-22 01:00:00,1.0,1.0000068
2007-03-22 02:00:00,1.0,1.0001496
2007-03-22 03:00:00,0.3,0.29960448
2007-03-22 04:00:00,0.3,0.3002113
2007-03-22 05:00:00,0.3,0.30022055
2007-03-22 06:00:00,0.7,0.69923025
2007-03-22 07:00:00,0.7,0.69985133
2007-03-22 08:00:00,0.7,0.70000684
2007-03-22 09:00:00,0.3,0.3016528
2007-03-22 10:00:00,0.3,0.29971433
2007-03-22 11:00:00,0.3,0.59317994
2007-03-22 12:00:00,1.3,1.2990676
2007-03-22 13:00:00,1.3,1.2997085
2007-03-22 14:00:00,1.3,1.2999873
2007-03-22 15:00:00,0.7,0.7000828
2007-03-22 16:00:00,0.7,0.70053285
2007-03-22 17:00:00,0.7,0.6998223
2007-03-22 18:00:00,0.3,0.29989976
2007-03-22 19:00:00,0.3,0.29986876
2007-03-22 20:00:00,0.3,0.62067455
2007-03-22 21:00:00,0.3,0.887084
2007-03-22 22:00:00,0.3,0.29987243
2007-03-22 23:00:00,0.3,0.3009679
2007-03-23 00:00:00,1.3,1.2996402
2007-03-23 01:00:00,1.3,1.2999574
2007-03-23 02:00:00,1.3,1.2996556
